token,entity
nitroxyl,drug
neurofibromatosis,disease
sulphoxide,drug
hippocampus,body_part_organ_or_organ_component
naphthalene,pharmacologic_substance
demyelination,disease
bl-3912a,pharmacologic_substance
fdump,drug
fdump,pharmacologic_substance
hemangioendothelioma,neoplastic_process
apt,pharmacologic_substance
doxil,drug
triapine,pharmacologic_substance
spondylitis,disease_or_syndrome
aitc,pharmacologic_substance
levamisole,drug
tabloid,pharmacologic_substance
thrombasthenia,disease_or_syndrome
atrasentan,pharmacologic_substance
provenge,pharmacologic_substance
bremazocine,pharmacologic_substance
acantholysis,disease
givinostat,pharmacologic_substance
cholelithiasis,disease_or_syndrome
ibudilast,drug
bergapten,pharmacologic_substance
polyvinylpyrrolidone,drug
acepromazine,pharmacologic_substance
achondroplasia,anatomy
phenergan,pharmacologic_substance
sns-314,drug
umifenovir,drug
chlorcyclizine,pharmacologic_substance
selinexor,drug
tranylcypromine,drug
bms-936564,drug
radium,drug
alum,pharmacologic_substance
seasickness,disease_or_syndrome
k2cr2o7,drug
entospletinib,pharmacologic_substance
bitumen,drug
cresol,pharmacologic_substance
oregovomab,drug
snc-121,drug
ab-fubinaca,pharmacologic_substance
monoplegia,disease
chickenpox,disease
deltamethrin,pharmacologic_substance
irp-1,drug
glomerulonephritides,disease
2-nitroaniline,pharmacologic_substance
norbinaltorphimine,drug
trans-acpd,drug
ogx-427,drug
afuresertib,pharmacologic_substance
myoma,disease
tas-102,pharmacologic_substance
dosulepin,pharmacologic_substance
lufenuron,drug
channelopathy,disease
deprenyl,drug
turbinates,body_part_organ_or_organ_component
bethanechol,pharmacologic_substance
dfna15,disease
kernicterus,disease
clubfoot,anatomy
6-deoxyacyclovir,drug
ting,pharmacologic_substance
tianeptine,pharmacologic_substance
dexchlorpheniramine,drug
terbuthylazine,pharmacologic_substance
metaraminol,pharmacologic_substance
carmoterol,pharmacologic_substance
mastocytoses,disease_or_syndrome
methanesulfonamide,pharmacologic_substance
matairesinol,pharmacologic_substance
ro-32-0432,drug
tti-237,drug
exophoria,disease_or_syndrome
light-headedness,disease
cgp-57148,drug
protamines,pharmacologic_substance
embospheres,pharmacologic_substance
oligomenorrhea,disease
spondylolysis,disease_or_syndrome
viridiflorol,pharmacologic_substance
tetrasomy,cell_or_molecular_dysfunction
interferon-gamma,pharmacologic_substance
epilepsy,disease_or_syndrome
wounds,disease
gout,disease_or_syndrome
toxoplasmosis,disease_or_syndrome
thrombophlebitis,disease
brainstem,anatomy
foreskin,anatomy
osteonecrosis,disease
biotin,pharmacologic_substance
nephrosis,disease
paronychia,disease
u0126,drug
sulfosuccinate,pharmacologic_substance
cdb-4124,pharmacologic_substance
glivec,drug
shigellosis,disease_or_syndrome
autism,disease
encephalomyelitis,disease
oxfendazole,pharmacologic_substance
cholecystokinin,drug
delta-tocopherol,pharmacologic_substance
2-chloro-5-hydroxyphenylglycine,drug
n-hydroxy-iq,drug
sunitinib,drug
dactolisib,drug
tcps,pharmacologic_substance
triiodothyronine,drug
decidua,anatomy
dimethylacetamide,drug
mefloquine,pharmacologic_substance
beak,anatomy
injectables,drug
chordoma,neoplastic_process
boceprevir,drug
xenical,drug
hydroxymethylnitrofurazone,pharmacologic_substance
solithromycin,drug
gip,drug
glisoxepide,pharmacologic_substance
nicorette,pharmacologic_substance
halitosis,disease
dysgerminomas,disease
hyl-6d,pharmacologic_substance
coxibs,pharmacologic_substance
drostanolone,drug
bruise,disease
krn5500,drug
dexasone,drug
heparinoid,drug
glucomannan,pharmacologic_substance
glycerides,pharmacologic_substance
mmpp,pharmacologic_substance
2-phenylethanol,pharmacologic_substance
selumetinib,pharmacologic_substance
osteoporoses,disease
ch5424802,drug
ch5424802,pharmacologic_substance
naldemedine,pharmacologic_substance
nstemi,disease_or_syndrome
zalypsis,drug
pachymaran,drug
ono-4059,drug
cisapride,pharmacologic_substance
icterus,disease
galeterone,pharmacologic_substance
2-amino-2-methylpropanol,pharmacologic_substance
maxy-g34,pharmacologic_substance
glycohydrolases,pharmacologic_substance
tecnazene,pharmacologic_substance
sarcoglycanopathies,disease_or_syndrome
maltotetraose,pharmacologic_substance
benzomorphan,drug
bevasiranib,drug
hla-drb4,drug
bh-3,pharmacologic_substance
4-hydroxybiphenyl,pharmacologic_substance
glaucine,pharmacologic_substance
metamizol,pharmacologic_substance
sh-4-054,pharmacologic_substance
quicklime,pharmacologic_substance
camptothecine,drug
tenovin-1,pharmacologic_substance
am2389,drug
gsk2578215a,pharmacologic_substance
antisera,pharmacologic_substance
myelolipomas,neoplastic_process
carbovir,pharmacologic_substance
norepinephrine,pharmacologic_substance
corticosterone,pharmacologic_substance
nortestosterone,drug
gout,disease
bcnu,pharmacologic_substance
leucovorin,drug
doxorubicinol,drug
rauwolscine,drug
mitolactol,pharmacologic_substance
erythromelalgia,disease
bacteremia,disease
amblyopia,disease_or_syndrome
antipyrine,pharmacologic_substance
zoladex,pharmacologic_substance
intestines,body_part_organ_or_organ_component
bacteremias,disease
choriocarcinoma,neoplastic_process
nsc-95441,pharmacologic_substance
l-isoleucine,drug
chlorpromazine,drug
toxocariasis,disease_or_syndrome
sulforaphane,pharmacologic_substance
paracetamol,pharmacologic_substance
dilazep,drug
cgp-36742,pharmacologic_substance
l-carnitine,pharmacologic_substance
stis,disease_or_syndrome
anti-emetics,pharmacologic_substance
mb07133,pharmacologic_substance
polyploid,cell_or_molecular_dysfunction
lymphadenopathies,disease
iridocyclitis,disease
inulin,pharmacologic_substance
zd1694,drug
3-methylbutyramide,pharmacologic_substance
supraspinatus,body_part_organ_or_organ_component
prothidium,drug
imetelstat,pharmacologic_substance
butaprost,pharmacologic_substance
endometritis,disease
mestranol,pharmacologic_substance
polysorbates,pharmacologic_substance
gums,anatomy
asenapine,drug
oleogels,drug
bw723c86,pharmacologic_substance
secoisolariciresinol,pharmacologic_substance
tanshinone,pharmacologic_substance
imoxin,pharmacologic_substance
bentonite,pharmacologic_substance
syndactyly,anatomy
acetates,pharmacologic_substance
polyuria,disease
oleuropein,drug
chromothripsis,cell_or_molecular_dysfunction
kayexalate,drug
equol,drug
monochlorobenzene,pharmacologic_substance
calvarium,anatomy
cyt997,pharmacologic_substance
oxyresveratrol,pharmacologic_substance
acetabula,body_part_organ_or_organ_component
pf-04691502,drug
ethoxyquin,pharmacologic_substance
photofrin,pharmacologic_substance
ru-38486,drug
cyclothiazide,drug
7-oh-dpat,pharmacologic_substance
nutlin-3a,pharmacologic_substance
xerophthalmia,disease
cp55940,drug
gi254023x,pharmacologic_substance
scrofuloderma,disease
pge1,pharmacologic_substance
diprospan,drug
simtuzumab,pharmacologic_substance
gallamine,drug
abt-888,pharmacologic_substance
kribb11,pharmacologic_substance
areola,anatomy
osteoarthrosis,disease
bursitis,disease_or_syndrome
2-aminothiazoline,drug
15-deoxyspergualin,drug
alpha-dihydroequilin,drug
pratosartan,pharmacologic_substance
sc560,drug
darusentan,drug
periciazine,pharmacologic_substance
gr205171,pharmacologic_substance
pinacyanol,drug
nvp-bkm120,drug
edrecolomab,pharmacologic_substance
sialoadenitis,disease_or_syndrome
kml001,drug
tak-960,pharmacologic_substance
lipofundin,drug
poems,disease
hand,anatomy
alpha-interferon,drug
anthrapyrazole,drug
mgbg,pharmacologic_substance
furantoin,drug
dihydrofolate,pharmacologic_substance
tacrine,pharmacologic_substance
prazosin,drug
azq,drug
oromucositis,disease
ganciclovir,drug
1-deazatubercidin,pharmacologic_substance
paresthesias,disease
nephroblastoma,neoplastic_process
hyperlipidemia,disease_or_syndrome
oxytocin,drug
carteolol,pharmacologic_substance
ionophores,drug
irinotecan,drug
indometacin,drug
propiverine,pharmacologic_substance
melatonin,pharmacologic_substance
dothiepin,drug
canertinib,drug
esomeprazole,drug
escitalopram,drug
adrenoleukodystrophy,disease
arachnoid,anatomy
e250,drug
forearms,anatomy
sigmoid,body_part_organ_or_organ_component
tannins,drug
gf109203x,pharmacologic_substance
cucl2,pharmacologic_substance
cgp-37849,pharmacologic_substance
cc-1065,pharmacologic_substance
sew2871,pharmacologic_substance
artesunate,drug
fimasartan,drug
diiodohydroxyquinoline,drug
lamotrigine,pharmacologic_substance
versed,drug
nipple,body_part_organ_or_organ_component
equol,pharmacologic_substance
mbda,pharmacologic_substance
mitomycins,drug
deet,pharmacologic_substance
exendin-4,drug
scp-1,drug
mitragynine,pharmacologic_substance
pregnan-3alpha-ol-20-one,drug
th-302,pharmacologic_substance
dhpn,drug
tafenoquine,drug
miquelianin,drug
amaurosis,disease
pharmorubicin,pharmacologic_substance
hedp,pharmacologic_substance
annatto,pharmacologic_substance
hypoparathyroidism,disease
mdi-b,drug
paquinimod,drug
wnt-c59,drug
tetroxoprim,drug
pachymaran,pharmacologic_substance
2-ketoglutarate,drug
spink1,drug
s17092-1,drug
sulfamylon,pharmacologic_substance
coccyx,anatomy
st1571,pharmacologic_substance
dexlansoprazole,pharmacologic_substance
dfna49,disease_or_syndrome
corinfar,pharmacologic_substance
scorpionism,disease
phenylbiguanide,pharmacologic_substance
nephrolith,disease
o-benzoquinone,drug
mk-0752,pharmacologic_substance
crospovidone,drug
4-methoxyacetophenone,drug
teratozoospermia,disease_or_syndrome
2-amino-1-phenylbutane,drug
microbicides,drug
nosh-aspirin,drug
interferon,pharmacologic_substance
ristocetin,drug
melphalan,drug
poems,disease_or_syndrome
spastic,disease
neoplasm,disease
adenomas,neoplastic_process
testis,anatomy
azacitidine,drug
desipramine,pharmacologic_substance
methemoglobinemia,disease_or_syndrome
tetraploid,cell_or_molecular_dysfunction
trauma,disease
asparaginase,pharmacologic_substance
cpt-11,pharmacologic_substance
haloperidol,pharmacologic_substance
nephritis,disease
pericarditis,disease_or_syndrome
opioids,drug
polyarthritis,disease_or_syndrome
lymphopenia,disease_or_syndrome
beta-alanine,pharmacologic_substance
triolein,drug
o-diazoacetyl-l-serine,drug
sinusitis,disease_or_syndrome
wr-2721,pharmacologic_substance
dipa,drug
parapsoriasis,disease
hydroperoxyisophosphamide,drug
haemophilia,disease
diflomotecan,drug
lmwh,pharmacologic_substance
hyponatremia,disease_or_syndrome
diprophylline,pharmacologic_substance
aminoguanidine,drug
ethyl-cellulose,drug
lasofoxifene,drug
tegaserod,drug
calcaneus,body_part_organ_or_organ_component
glybenclamide,pharmacologic_substance
osteochondroma,neoplastic_process
dacryoadenitis,disease_or_syndrome
n-dodecyl-beta-d-maltoside,drug
heparin-sepharose,drug
mesentery,anatomy
ly303511,pharmacologic_substance
pemphigoid,disease
etanercept,drug
alpha-thalassemia,disease
il-1ra,pharmacologic_substance
geranylgeranylacetone,pharmacologic_substance
ftld-tdp,disease
apigenin,drug
olanzapine,drug
ronidazole,pharmacologic_substance
nelfinavir,drug
atracurium,pharmacologic_substance
mitotane,pharmacologic_substance
ilium,anatomy
iguratimod,pharmacologic_substance
ialuril,pharmacologic_substance
benzylguanidine,drug
misoprostol,pharmacologic_substance
pregnanolone,drug
poly-l-lactide,drug
hypophysitis,disease
amprolium,pharmacologic_substance
selenomethionine,drug
b859-35,drug
rectocolitis,disease_or_syndrome
saringosterol,drug
gantacurium,drug
telenzepine,drug
pc6,drug
neuroleptics,drug
prenylamine,pharmacologic_substance
mediastinitis,disease
tulathromycin,drug
4-hydroxyphenylglycine,drug
gs-4059,drug
nsc-698792,pharmacologic_substance
n-acetylsphingosine,pharmacologic_substance
hu1d10,pharmacologic_substance
clorgyline,pharmacologic_substance
fti-277,drug
lp-261,drug
dona,pharmacologic_substance
taranabant,pharmacologic_substance
rilutek,drug
tykerb,pharmacologic_substance
penem,drug
lispro,pharmacologic_substance
jnj-42756493,pharmacologic_substance
7-azido-4-methylcoumarin,pharmacologic_substance
isir-005,drug
echovist,drug
allegra,drug
mcgn,disease
e-09,drug
mozobil,drug
dichlororibofuranosylbenzimidazole,drug
sb1317,drug
ritanserin,pharmacologic_substance
auramine,drug
ribomustin,drug
ethanol,drug
pyrophosphate,drug
nsc-320846,drug
metoclopramide,drug
vinpocetine,pharmacologic_substance
arabinosylcytosine,drug
dianhydrogalactitol,drug
enciprazine,drug
hepatoblastoma,disease
scarring,disease
4-hydroperoxycyclophosphamide,drug
myocarditis,disease_or_syndrome
beclomethasone,pharmacologic_substance
zona,disease_or_syndrome
dihydromorphine,drug
carbene,pharmacologic_substance
n-methyl-d-aspartate,pharmacologic_substance
nonidet,drug
ddep,drug
genital,body_part_organ_or_organ_component
retinas,body_part_organ_or_organ_component
d-glutamate,pharmacologic_substance
phototoxicity,disease_or_syndrome
nalfurafine,drug
paxil,drug
valcyte,pharmacologic_substance
cinchocaine,pharmacologic_substance
pegfilgrastim,drug
dexanabinol,pharmacologic_substance
arteriole,anatomy
ha14-1,drug
uc-10,drug
octanoate,drug
spasms,disease
baroreceptor,body_part_organ_or_organ_component
iodomethane,pharmacologic_substance
mesothelium,tissue
tails,body_part_organ_or_organ_component
ibrutinib,drug
dinutuximab,drug
bullying,disease
carfilzomib,drug
risedronate,pharmacologic_substance
etilefrine,pharmacologic_substance
osu-2s,pharmacologic_substance
tpt,drug
apomine,pharmacologic_substance
miglustat,pharmacologic_substance
a-1331852,drug
diaphysis,anatomy
pubis,body_part_organ_or_organ_component
alisertib,drug
peramivir,pharmacologic_substance
sartans,drug
dasa,pharmacologic_substance
8-quinolinol,drug
crlx101,pharmacologic_substance
bq-123,drug
isopulegol,drug
novalgetol,drug
dantrolene,drug
fluralaner,drug
afoxolaner,drug
oroxylin,pharmacologic_substance
cal101,pharmacologic_substance
cpi203,drug
cerivastatin,pharmacologic_substance
romosozumab,drug
ps-1145,drug
2-beta-d-ribofuranosylthiazole-4-carboxamide,drug
decarbazine,pharmacologic_substance
ecthyma,disease_or_syndrome
benzothiadiazole,drug
methapyrilene,drug
oprozomib,pharmacologic_substance
diformazan,drug
methylsulfonylmethane,pharmacologic_substance
gangliogliomas,disease
tta-a2,drug
hypermethioninemia,disease_or_syndrome
d600,drug
dfna52,disease
bn82002,drug
maedi,disease_or_syndrome
sulfamerazine,pharmacologic_substance
dup-697,drug
streptokinase,drug
ppi-2458,pharmacologic_substance
lomeguatrib,drug
hexadecanamide,drug
tyr-ile-gly-ser-arg,drug
nefazodone,drug
ly310762,pharmacologic_substance
theileriosis,disease
viremias,disease
toctino,pharmacologic_substance
isogarcinol,pharmacologic_substance
sutezolid,drug
pipercillin,drug
pseudokobusine,drug
glucofructan,drug
lungs,body_part_organ_or_organ_component
bladder,body_part_organ_or_organ_component
sugars,pharmacologic_substance
thyroglobulin,pharmacologic_substance
anoxia,disease
abdomen,anatomy
idoxuridine,pharmacologic_substance
varicella,disease_or_syndrome
pala,pharmacologic_substance
5-iminodaunomycin,pharmacologic_substance
4-hydroxyanisole,drug
hypertrophy,disease
jaw,anatomy
8-azaadenosine,pharmacologic_substance
pkh26,pharmacologic_substance
bms-561389,pharmacologic_substance
loratadine,pharmacologic_substance
midazolam,drug
hydroxyzine,pharmacologic_substance
coumestrol,pharmacologic_substance
a-10,pharmacologic_substance
sulfasalazine,pharmacologic_substance
iddm,disease_or_syndrome
cochlea,anatomy
ajmalicine,drug
harpagoside,pharmacologic_substance
tha,pharmacologic_substance
nivolumab,pharmacologic_substance
st-246,pharmacologic_substance
nalbuphine,pharmacologic_substance
peptidomimetics,pharmacologic_substance
hexestrol,drug
xdr-tb,disease
quisinostat,drug
promazine,drug
turbinate,body_part_organ_or_organ_component
neurocysticercosis,disease
bromfenac,pharmacologic_substance
gigantism,disease
n-phenylacetamide,pharmacologic_substance
bms-599626,pharmacologic_substance
heliox,drug
osteophyte,disease_or_syndrome
lymphedema,disease
a-740003,drug
punicalagin,pharmacologic_substance
lanugo,body_part_organ_or_organ_component
hyperplasias,disease
parlodel,pharmacologic_substance
lisofylline,drug
177lu-dotatate,drug
ankyloglossia,anatomy
opp,drug
fisp,drug
choristoma,disease
pervanadate,pharmacologic_substance
lh-rh,pharmacologic_substance
osteochondromatosis,neoplastic_process
proctosigmoiditis,disease
dolasetron,drug
tetrachloronitrobenzene,pharmacologic_substance
arbutin,drug
nitrophenylphosphate,pharmacologic_substance
aredia,drug
ribavirin-tp,drug
rhil-11,drug
pd-184352,drug
sclareolide,drug
dimethyl-l-arginine,drug
nibentan,pharmacologic_substance
solumedrol,pharmacologic_substance
gliocladride,pharmacologic_substance
proadifen,drug
pd173074,drug
perflubutane,drug
daba,drug
mk-1775,drug
adenocarcinoma,disease
doxorubicin,drug
methoxyverapamil,pharmacologic_substance
arabinofuranosyl-5-azacytosine,drug
amsacrine,drug
gelatin,drug
androstenedione,pharmacologic_substance
vufb-15686,pharmacologic_substance
5-fluorodeoxyuridine,drug
asparaginase,drug
ara-ctp,pharmacologic_substance
9-beta-d-arabinofuranosyl-2-fluoroadenine,pharmacologic_substance
atropine,drug
ulcer,disease
pemphigus,disease_or_syndrome
thrombocytopenias,disease_or_syndrome
periostitis,disease
thalassemias,disease
2-chlorodeoxyadenosine,drug
babesiosis,disease
condyles,anatomy
ddph,drug
ciclesonide,pharmacologic_substance
dronedarone,pharmacologic_substance
degarelix,pharmacologic_substance
sti571,drug
5-aminosalicylate,pharmacologic_substance
miconazole,drug
niddm,disease_or_syndrome
tetrathiomolybdate,pharmacologic_substance
hypophosphatemia,disease
ethene,pharmacologic_substance
mst-16,drug
igd,drug
bronchodilators,pharmacologic_substance
methanethiosulfonate,drug
squalene,pharmacologic_substance
marinol,drug
ly367385,pharmacologic_substance
abt-737,pharmacologic_substance
navitoclax,drug
rituxan,pharmacologic_substance
harmol,pharmacologic_substance
onychomycosis,disease_or_syndrome
carbazeran,pharmacologic_substance
dexamfetamine,pharmacologic_substance
eclampsia,disease
lumefantrine,drug
marimastat,pharmacologic_substance
acanthocytosis,disease_or_syndrome
chenodiol,pharmacologic_substance
halcinonide,drug
6-azauridine,drug
mavrilimumab,drug
titania,pharmacologic_substance
alpha-glucosidase,drug
zarxio,pharmacologic_substance
mk-571,pharmacologic_substance
tanespimycin,drug
pentosidine,drug
am-2201,drug
atelectasis,disease
cordycepin,pharmacologic_substance
y-27632,drug
2c-b,drug
deoxydexamethasone,pharmacologic_substance
votrient,drug
sprycel,drug
ly2874455,pharmacologic_substance
sch772984,drug
hmb-pp,pharmacologic_substance
cryptomeridiol,pharmacologic_substance
d609,drug
dr-22,pharmacologic_substance
dephostatin,drug
campylobacteriosis,disease_or_syndrome
endometria,body_part_organ_or_organ_component
n-butane,pharmacologic_substance
6-hydroxymethylacylfulvene,pharmacologic_substance
edelfosine,pharmacologic_substance
4-methylglutamate,pharmacologic_substance
d-phenothrin,drug
exisulind,drug
succimer,drug
gizzard,anatomy
tele-methylhistamine,pharmacologic_substance
touchdown,pharmacologic_substance
gs-9973,pharmacologic_substance
cedrol,pharmacologic_substance
alphadolone,drug
enviroxime,pharmacologic_substance
buflomedil,drug
bi97d6,drug
adriamycin,drug
leukocytopenia,disease
stomach,body_part_organ_or_organ_component
hyperpigmentation,disease
chlorambucil,pharmacologic_substance
chlordiazepoxide,pharmacologic_substance
mycoses,disease_or_syndrome
purpura,disease_or_syndrome
coma,disease_or_syndrome
carbimazole,drug
butane,pharmacologic_substance
ac-yvad-cmk,pharmacologic_substance
geldanamycin,drug
hydroxyfasudil,drug
proparacaine,drug
panitumumab,drug
tolvaptan,drug
manumycin,pharmacologic_substance
mucopolysaccharidosis,disease_or_syndrome
rubeola,disease_or_syndrome
famciclovir,pharmacologic_substance
rutin,drug
boop,disease_or_syndrome
bends,disease
harmine,drug
b111,pharmacologic_substance
maltodextrin,pharmacologic_substance
cineole,drug
mometasone,drug
connectomes,anatomy
ornipressin,pharmacologic_substance
neostigmine,pharmacologic_substance
ciclopirox,drug
obatoclax,drug
prediabetes,disease_or_syndrome
cranium,body_part_organ_or_organ_component
pasp,drug
plitidepsin,pharmacologic_substance
3-tyrosine,pharmacologic_substance
menorrhagia,disease
bromelain,drug
protopanaxatriol,drug
dihydroxyacetone,drug
andexanet,drug
rhoifolin,drug
sarcnu,pharmacologic_substance
elliptinium,drug
b859-35,pharmacologic_substance
amytal,drug
pineoblastomas,neoplastic_process
polaprezinc,pharmacologic_substance
pasireotide,drug
6-keto-pge1,drug
nitro-iq,pharmacologic_substance
iodogen,pharmacologic_substance
nsc-663284,pharmacologic_substance
trifluoroacetaldehyde,drug
predonine,pharmacologic_substance
chlorophos,drug
nsc95397,drug
palmitoylethanolamide,drug
5-htp,drug
nm-702,drug
tetraploids,cell_or_molecular_dysfunction
1-phenylbiguanide,drug
ly2090314,drug
hemostatics,pharmacologic_substance
hydrosystem,pharmacologic_substance
2-methyl-9-hydroxyellipticinium,pharmacologic_substance
3-aminonorharman,drug
chir258,pharmacologic_substance
rythmol,pharmacologic_substance
traumeel,drug
pancytopenia,disease_or_syndrome
cmd,disease
alpha-interferon,pharmacologic_substance
amonafide,pharmacologic_substance
fludarabine,pharmacologic_substance
2-aminopurine,pharmacologic_substance
taurocholate,pharmacologic_substance
dobutamine,drug
keratitis,disease
lactate,pharmacologic_substance
mitomycin-c,drug
thymoma,disease
bromocriptine,drug
viremia,disease
atenolol,pharmacologic_substance
mepacrine,drug
2-apv,drug
ethiofos,pharmacologic_substance
gingivitis,disease
gangrene,disease
adomet,drug
bronchiolitis,disease_or_syndrome
aminoflavone,pharmacologic_substance
aneuploids,disease
methocel,pharmacologic_substance
amrubicinol,pharmacologic_substance
pentoxifylline,drug
indometacin,pharmacologic_substance
chloral,drug
rupatadine,drug
safinamide,pharmacologic_substance
bromhexine,drug
infliximab,pharmacologic_substance
sevoflurane,drug
crocetin,pharmacologic_substance
n-oh-phip,pharmacologic_substance
g3139,drug
retinaldehyde,drug
hexachlorophene,pharmacologic_substance
pollinosis,disease
kn-62,drug
bioflavonoids,drug
depo-testosterone,pharmacologic_substance
difenoconazole,drug
polysorbates,drug
thienopyridine,pharmacologic_substance
cefepime,drug
pyrazofurin,pharmacologic_substance
bkm120,pharmacologic_substance
syrosingopine,drug
etomoxir,pharmacologic_substance
bq123,pharmacologic_substance
fibroid,neoplastic_process
m-15,drug
psoralens,drug
triethanolamine,pharmacologic_substance
patisiran,pharmacologic_substance
pyrrolopyrimidine,pharmacologic_substance
sialadenitis,disease
spondylolisthesis,disease_or_syndrome
rivaroxaban,pharmacologic_substance
hypopigmentation,disease_or_syndrome
mk-2206,pharmacologic_substance
sr2211,pharmacologic_substance
4-hydroxybenzhydrazide,drug
andrographolide,pharmacologic_substance
rfviia,drug
scabies,disease_or_syndrome
vitexin,drug
hydrops,disease
aminoacetonitrile,pharmacologic_substance
nsc-609699,pharmacologic_substance
oligozoospermia,disease
syringomyelia,disease_or_syndrome
roquinimex,drug
molsidomine,pharmacologic_substance
emixustat,drug
sarpogrelate,pharmacologic_substance
cycloguanil,pharmacologic_substance
177lu-dotatate,pharmacologic_substance
azumolene,drug
kolaviron,drug
nafcillin,drug
dyslipidemias,disease_or_syndrome
6-nitroquipazine,drug
6-nitroquipazine,pharmacologic_substance
pephb,pharmacologic_substance
acrodermatitis,disease_or_syndrome
4-nitrobenzylthioinosine,pharmacologic_substance
lofexidine,drug
ak-2123,pharmacologic_substance
proctolin,pharmacologic_substance
betaseron,pharmacologic_substance
ndms,drug
levomepromazine,drug
casopitant,pharmacologic_substance
rolofylline,drug
clinoleic,pharmacologic_substance
triac,pharmacologic_substance
ly-53857,drug
pyritinol,pharmacologic_substance
schizophyllan,drug
nevanac,drug
pd-0325901,pharmacologic_substance
nvp-bgj398,pharmacologic_substance
ns-5,drug
edrecolomab,drug
5-formyltetrahydrofolate,pharmacologic_substance
dirofilariasis,disease
thioproline,pharmacologic_substance
metallocene,drug
akacid,pharmacologic_substance
sulfotyrosine,pharmacologic_substance
anemias,disease
g418,drug
opioids,pharmacologic_substance
macroglobulinemia,disease
corticotropin,pharmacologic_substance
coumarin,pharmacologic_substance
mgcl2,pharmacologic_substance
carbazilquinone,drug
des,pharmacologic_substance
pcn,pharmacologic_substance
isoflavones,pharmacologic_substance
nevi,neoplastic_process
sulfamethoxazole,drug
troxacitabine,drug
troxacitabine,pharmacologic_substance
cc-4047,pharmacologic_substance
visilizumab,pharmacologic_substance
cndac,pharmacologic_substance
diphosphates,pharmacologic_substance
mucopolysaccharidosis,disease
fludara,drug
b749,drug
fluoruracil,drug
st-246,drug
tivantinib,pharmacologic_substance
k-4,drug
salicylanilide,drug
nintedanib,drug
enalaprilat,pharmacologic_substance
dabrafenib,pharmacologic_substance
tns,pharmacologic_substance
dy-635,pharmacologic_substance
carapace,anatomy
clavicles,anatomy
defibrotide,drug
voltaren,pharmacologic_substance
thyroxin,pharmacologic_substance
elliptinium,pharmacologic_substance
yvad-cho,drug
mk-467,pharmacologic_substance
n-propanol,drug
mercurochrome,pharmacologic_substance
lucatumumab,drug
dacetuzumab,pharmacologic_substance
octamethylcyclotetrasiloxane,pharmacologic_substance
p-boronophenylalanine,pharmacologic_substance
trans-asarone,drug
2-ap3,pharmacologic_substance
6-keto-pge1,pharmacologic_substance
nsc663284,drug
merphalan,drug
hydrocephaly,disease
alirocumab,drug
eluxadoline,pharmacologic_substance
idp,drug
ethoxzolamide,drug
mc1288,drug
arimidex,drug
5-fluoro-zebularine,pharmacologic_substance
pseudolymphoma,disease
n-methylpiperidine,drug
gamma-schizandrin,pharmacologic_substance
periciazine,drug
hemopneumothorax,disease
hidradenoma,disease
acdp,pharmacologic_substance
anuria,disease
bbr3378,pharmacologic_substance
lercanidipine,drug
lercanidipine,pharmacologic_substance
artemisone,pharmacologic_substance
gsk461364,drug
shenfu,drug
edecrin,pharmacologic_substance
methyltrienolone,pharmacologic_substance
3-aminonorharman,pharmacologic_substance
vinzolidine,drug
ono-4641,pharmacologic_substance
akacid,drug
atn-224,pharmacologic_substance
lymphoma,neoplastic_process
erythema,disease
oxantrazole,pharmacologic_substance
benzoquinone,pharmacologic_substance
mucositis,disease
fibrosarcoma,disease
ornithine,pharmacologic_substance
muscimol,drug
asthma,disease_or_syndrome
protoporphyrin,pharmacologic_substance
nails,body_part_organ_or_organ_component
p-chloroamphetamine,pharmacologic_substance
cystine,drug
glatiramer,drug
biologics,pharmacologic_substance
alcoholism,disease
contusion,disease
pertechnetate,pharmacologic_substance
nipradilol,drug
anthrax,disease_or_syndrome
cilansetron,pharmacologic_substance
astelin,pharmacologic_substance
gabapentin,drug
tegafur,drug
benzyltriethylammonium,drug
haemochromatosis,disease
ingenol,drug
pep005,pharmacologic_substance
n-dodecyl-beta-d-maltoside,pharmacologic_substance
fasciculation,disease
myricetin,pharmacologic_substance
clenbuterol,pharmacologic_substance
cyanidin,pharmacologic_substance
orientin,pharmacologic_substance
benzenesulfonamide,pharmacologic_substance
vilazodone,pharmacologic_substance
acamprosate,pharmacologic_substance
tauopathies,disease_or_syndrome
nifurtimox,pharmacologic_substance
acriflavine,drug
tribendimidine,drug
ornidazole,pharmacologic_substance
imidazoles,drug
mucopolysaccharidoses,disease
massadine,drug
intralipid,drug
yaws,disease_or_syndrome
ecgonine,drug
epiphyses,body_part_organ_or_organ_component
chiron,pharmacologic_substance
vm26,drug
pmeg,drug
dhpn,pharmacologic_substance
antiseptics,drug
pc5,pharmacologic_substance
otssp167,pharmacologic_substance
dextrin,pharmacologic_substance
bms-986187,drug
dihydroquinine,drug
d-trp-6-lh-rh,drug
r59022,pharmacologic_substance
nsc-663284,drug
5-hydroxytryptophan,pharmacologic_substance
aphthae,disease_or_syndrome
opana,drug
seromas,disease
epac,drug
xanthotoxin,drug
deforolimus,drug
diferuloylmethane,drug
bgb324,drug
chordomas,neoplastic_process
foscan,drug
mdx-h210,drug
visna,disease
idec-c2b8,pharmacologic_substance
z-ietd-fmk,drug
z-ietd-fmk,pharmacologic_substance
bsi-201,pharmacologic_substance
meticillin,drug
pumosetrag,drug
cdmi,pharmacologic_substance
